,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Culpeper,1,US,1535208960,54,38.47,-78.0,77.0,4.7
376,Kajaani,0,FI,1535208600,59,64.22,27.73,64.4,3.36
377,Oussouye,75,SN,1535205600,59,12.49,-16.54,93.2,9.17
378,Mogadishu,75,SO,1535205600,78,2.04,45.34,80.6,14.99
379,Lazaro Cardenas,40,MX,1535204460,88,28.39,-105.62,66.2,4.16
380,Loandjili,40,CG,1535205600,65,-4.77,11.87,80.6,9.17
381,High Level,90,CA,1535209200,87,58.52,-117.13,42.8,10.29
382,Marabba,24,SD,1535209983,68,12.35,32.18,85.67,7.07
383,Gushikawa,20,JP,1535208960,83,26.35,127.87,81.5,17.22
384,Poya,92,NC,1535209984,100,-21.35,165.16,70.01,8.63
385,Shestakovo,0,RU,1535209984,85,56.49,103.96,54.8,4.05
386,Lavrentiya,12,RU,1535209985,100,65.58,-170.99,44.45,7.96
387,Natchitoches,1,US,1535207700,71,31.76,-93.09,85.1,3.36
388,Rawson,0,AR,1535209828,33,-43.3,-65.11,54.35,10.09
389,Champa,92,IN,1535209985,98,22.03,82.65,73.88,5.61
390,Maragogi,44,BR,1535209865,90,-9.01,-35.22,78.38,13.11
391,Toora-Khem,36,RU,1535209986,83,52.47,96.11,51.65,1.92
392,Shimoda,36,JP,1535209986,91,34.7,138.93,80.27,17.81
393,Sobolevo,0,RU,1535209986,58,54.43,31.9,74.15,9.19
394,Spokane,1,US,1535209080,57,47.66,-117.42,57.92,6.93
395,Atikokan,68,CA,1535209987,85,48.76,-91.62,63.35,3.38
396,Longyearbyen,40,NO,1535208600,60,78.22,15.63,41.0,19.46
397,Kings Mountain,1,US,1535208900,68,35.25,-81.34,78.08,3.36
398,Coquimbo,0,CL,1535205600,51,-29.95,-71.34,59.0,2.24
399,Oistins,40,BB,1535205600,66,13.07,-59.53,86.0,17.22
400,Saint-Georges,56,CA,1535209988,71,46.12,-70.67,74.87,3.38
401,Pangody,88,RU,1535209988,74,65.85,74.49,61.19,10.76
402,Sapouy,88,BF,1535209989,100,11.55,-1.77,74.87,8.75
403,Hailun,92,CN,1535209989,97,47.46,126.97,60.56,7.52
404,Tongliao,12,CN,1535209989,95,43.61,122.27,62.36,11.1
405,Drezdenko,36,PL,1535209989,54,52.84,15.83,68.03,11.43
406,Virginia Beach,40,US,1535209140,72,36.85,-75.98,82.94,10.29
407,Marseille,75,FR,1535209200,40,43.3,5.37,78.8,21.92
408,Nyagan,12,RU,1535209990,68,62.14,65.43,63.98,8.08
409,Ouallam,48,NE,1535209991,66,14.32,2.08,91.07,8.19
410,Ahuimanu,75,US,1535205300,81,21.44,-157.84,78.08,11.41
411,Goure,48,NE,1535209991,64,13.98,10.27,87.56,6.51
412,Weyburn,0,CA,1535209992,64,49.67,-103.85,56.15,11.99
413,Sanmenxia,48,CN,1535209992,63,34.77,111.19,72.98,3.38
414,Usinsk,0,RU,1535209992,71,66.0,57.56,54.35,4.72
415,Ninghai,75,CN,1535205600,88,29.29,121.42,82.4,4.47
416,Hanko,92,FI,1535209993,96,59.83,22.95,62.72,12.44
417,Nemuro,92,JP,1535209993,100,43.32,145.57,58.94,14.67
418,Kruisfontein,0,ZA,1535209993,86,-34.0,24.73,62.45,5.5
419,Korenovsk,0,RU,1535207400,40,45.46,39.45,87.8,8.95
420,Egvekinot,92,RU,1535209994,99,66.32,-179.17,41.12,2.59
421,Itapirapua,64,BR,1535209994,39,-15.82,-50.61,87.11,5.61
422,Port Hawkesbury,1,CA,1535205600,53,45.62,-61.36,77.0,8.05
423,Antalaha,68,MG,1535209995,80,-14.9,50.28,73.07,12.66
424,Ous,76,RU,1535209995,82,60.91,61.52,61.82,5.73
425,Beringovskiy,88,RU,1535209995,100,63.05,179.32,47.6,4.61
426,Kodinsk,68,RU,1535209996,94,58.6,99.18,57.86,2.04
427,Bandarbeyla,0,SO,1535209996,87,9.49,50.81,77.75,38.05
428,Garoua,40,CM,1535205600,78,9.31,13.39,82.4,2.24
429,Cairns,20,AU,1535207400,88,-16.92,145.77,66.2,1.12
430,Garden City,20,US,1535208960,53,40.73,-73.63,77.0,6.93
431,Valparaiso,90,US,1535208300,86,41.47,-87.06,71.6,6.93
432,Vaitape,92,PF,1535209997,99,-16.52,-151.75,79.37,7.63
433,Corinth,20,GR,1535208600,55,37.94,22.93,86.0,13.87
434,Ancud,92,CL,1535209998,100,-41.87,-73.83,51.47,5.06
435,Jizan,20,SA,1535205600,59,16.89,42.56,95.0,16.11
436,Port Augusta,0,AU,1535205600,81,-32.49,137.76,48.2,6.93
437,Chalatenango,40,SV,1535205600,69,14.04,-88.94,80.6,11.41
438,Xixiang,0,CN,1535209200,74,22.58,113.87,86.0,9.17
439,Lyuban,12,BY,1535210002,52,52.8,28.0,80.9,13.0
440,Labuhan,12,ID,1535210003,95,-2.54,115.51,73.88,2.48
441,Huilong,0,CN,1535210003,55,28.89,110.18,76.22,4.61
442,Nioro,12,GM,1535210003,57,13.79,-15.05,96.47,6.73
443,Palora,12,EC,1535210004,83,-1.7,-77.97,68.57,3.38
444,Nsanje,0,MZ,1535210004,42,-16.92,35.26,83.33,8.08
445,Porto Novo,75,BR,1535209200,77,-23.68,-45.44,69.8,4.7
446,Mahuta,0,TZ,1535210004,55,-10.87,39.42,77.12,9.98
447,Gorontalo,48,ID,1535209967,91,0.54,123.06,74.6,2.15
448,Mogocha,32,RU,1535210005,89,53.73,119.76,58.85,2.37
449,Cayenne,40,GF,1535207400,55,4.94,-52.33,89.6,8.05
450,Roswell,1,US,1535208900,41,33.39,-104.52,84.2,3.36
451,Husavik,36,CA,1535210005,95,50.56,-96.99,67.58,10.42
452,Qandala,36,SO,1535210005,49,11.47,49.87,89.45,3.49
453,Carutapera,8,BR,1535210005,70,-1.2,-46.02,85.85,12.77
454,Rivera,0,UY,1535209714,71,-30.9,-55.54,50.84,14.12
455,Souillac,0,FR,1535209200,52,45.6,-0.6,69.8,6.93
456,Sorong,76,ID,1535210006,100,-0.86,131.25,79.28,7.4
457,Sovetskiy,0,RU,1535210007,70,56.76,48.47,64.88,5.17
458,Lixourion,20,GR,1535208600,62,38.2,20.43,84.2,10.29
459,Guantanamo,32,BO,1535205600,45,-16.14,-62.05,68.0,20.8
460,Kuito,0,AO,1535205600,61,-12.38,16.94,82.4,5.82
461,Kuchera,0,IN,1535210008,65,26.99,73.97,83.87,9.08
462,Znamenskoye,92,RU,1535210008,96,57.13,73.82,60.2,13.56
463,Baruun-Urt,0,MN,1535210008,50,46.68,113.28,64.7,9.75
464,Olinda,90,EC,1535205600,73,-2.03,-79.75,73.4,3.36
465,Kiama,24,AU,1535205600,100,-34.67,150.86,50.0,8.05
466,Balkhash,0,KZ,1535210009,88,46.84,74.98,66.68,10.76
467,Alofi,80,NU,1535205600,94,-19.06,-169.92,71.6,9.17
468,Bang Saphan,92,TH,1535210009,88,11.21,99.51,79.28,7.96
469,Yinchuan,12,CN,1535210010,70,38.48,106.21,69.02,10.54
470,Borzya,68,RU,1535210010,81,50.39,116.53,62.72,4.16
471,Nong Bua,92,TH,1535210010,97,15.87,100.58,74.78,3.94
472,Elizabeth City,1,US,1535209140,69,36.3,-76.22,82.94,9.17
473,Topolobampo,0,MX,1535210011,75,25.6,-109.05,85.85,3.04
474,Sedona,1,US,1535209020,60,34.87,-111.79,71.6,1.48
475,Padang,32,ID,1535210012,100,-0.92,100.36,80.27,8.63
476,Shelburne,75,CA,1535205600,78,44.08,-80.2,75.2,11.41
477,Ponta Delgada,75,PT,1535207400,69,37.73,-25.67,75.2,5.82
478,Cardenas,20,MX,1535204520,88,27.62,-110.24,80.6,4.38
479,Sibu,90,MY,1535205600,94,2.29,111.83,75.2,5.82
480,Wajir,75,KE,1535205600,38,1.75,40.07,91.4,9.17
481,Zabid,80,YE,1535210013,28,14.2,44.5,74.87,2.93
482,Ca Mau,48,VN,1535210013,91,9.18,105.15,80.45,6.73
483,Alice,1,US,1535208960,63,27.75,-98.07,87.08,10.29
484,Dwarka,75,IN,1535207400,70,28.58,77.04,86.0,4.7
485,Neyshabur,92,IR,1535209886,29,36.21,58.79,76.85,7.07
486,Usakos,0,NA,1535210014,23,-22.0,15.59,73.52,7.4
487,Bikaner,0,IN,1535210015,54,28.02,73.32,90.53,10.65
488,Palanga,20,RO,1535210015,34,44.45,25.08,89.27,4.05
489,Ligayan,76,PH,1535210015,100,4.65,119.47,83.24,8.75
490,Keffi,75,NG,1535205600,61,8.85,7.88,82.4,6.93
491,Sault Sainte Marie,90,CA,1535205600,89,46.49,-84.36,66.02,4.7
492,Kannangad,56,IN,1535210016,99,12.31,75.11,76.58,5.06
493,Harnosand,20,SE,1535208600,62,62.63,17.94,60.8,6.93
494,San Policarpo,44,PH,1535210016,100,12.18,125.51,77.3,5.61
495,Saint-Louis,75,CH,1535209200,87,47.59,7.56,59.0,8.05
496,Ukiah,1,US,1535205360,82,39.15,-123.21,53.06,1.59
497,Abha,40,SA,1535205600,57,18.22,42.5,84.2,14.99
498,Kutum,44,SD,1535210018,68,14.2,24.66,78.65,3.94
499,Port-Gentil,20,GA,1535205600,78,-0.72,8.78,82.4,13.87
500,Kulhudhuffushi,32,MV,1535210018,100,6.62,73.07,82.7,11.99
501,Bend,1,US,1535208960,70,44.06,-121.32,48.2,4.7
502,Xiaoweizhai,0,CN,1535210019,80,26.23,107.51,65.87,4.05
503,Kendari,32,ID,1535210019,80,-3.99,122.52,75.05,2.59
504,Shagonar,20,RU,1535210019,92,51.54,92.92,53.99,1.92
505,Amapa,75,HN,1535209200,74,15.09,-87.97,80.6,4.7
506,Deputatskiy,0,RU,1535209862,91,69.3,139.9,28.52,2.59
507,Florianopolis,0,BR,1535205600,45,-27.6,-48.55,66.2,16.11
508,Antipovka,0,RU,1535210021,28,49.83,45.31,78.38,4.38
509,Chai Badan,92,TH,1535210021,96,15.2,101.13,73.88,8.75
510,Gboko,80,NG,1535210022,88,7.32,9.0,81.17,4.94
511,Tazovskiy,88,RU,1535210022,56,67.47,78.7,62.54,6.51
512,Ilhabela,36,BR,1535209758,92,-23.78,-45.36,70.37,1.48
513,Hemsedal,44,NO,1535210022,71,60.86,8.55,45.8,3.38
514,Mackenzie,90,CA,1535209200,76,55.34,-123.09,53.6,4.7
515,Den Helder,75,NL,1535208900,72,52.96,4.76,59.0,17.22
516,Muscat,88,OM,1535205000,79,23.6,58.55,86.0,5.82
517,Kansanshi,0,ZM,1535210024,30,-12.1,26.43,79.1,8.52
518,Cheran,75,IN,1535207400,100,25.36,85.54,82.4,2.24
519,Petropavlovsk-Kamchatskiy,40,RU,1535205600,93,53.05,158.65,51.8,2.24
520,Greenwood,1,US,1535208960,73,34.2,-82.16,78.08,4.7
521,Saquena,32,PE,1535210025,82,-4.67,-73.52,84.23,4.72
522,Nanakuli,90,US,1535205300,80,21.39,-158.15,78.08,3.36
523,Hassleholm,64,SE,1535208600,93,56.16,13.77,59.0,10.29
524,Xucheng,12,CN,1535210025,81,33.0,118.51,77.84,10.76
525,De Aar,0,ZA,1535210025,13,-30.65,24.01,69.83,17.47
526,Rurrenabaque,75,BO,1535205600,78,-14.44,-67.53,73.4,17.22
527,Leskovik,68,AL,1535210026,96,40.15,20.6,63.44,1.59
528,Avera,1,US,1535207700,73,33.19,-82.53,80.6,5.82
529,Senador Jose Porfirio,0,BR,1535209769,68,-2.59,-51.95,87.47,5.17
530,Chukhloma,20,RU,1535210026,63,58.76,42.68,72.17,6.62
531,San Luis,0,AR,1535210027,17,-33.3,-66.34,58.67,4.72
532,Altay,32,CN,1535210027,84,47.83,88.13,47.15,2.37
533,Gladstone,92,AU,1535210028,97,-23.84,151.26,62.63,6.62
534,Monrovia,90,LR,1535207400,100,6.33,-10.8,75.2,11.41
535,Vestmannaeyjar,40,IS,1535205600,81,63.44,-20.27,51.8,6.93
