,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Mikuni,64,JP,1535003108,57,36.22,136.15,89.05,17.25
375,Te Anau,92,NZ,1535003109,98,-45.41,167.72,40.0,3.94
376,Ponta do Sol,64,BR,1535003109,70,-20.63,-46.0,56.29,4.61
377,Hasaki,75,JP,1535000400,74,35.73,140.83,91.4,17.22
378,Sinnamary,0,GF,1535003110,100,5.38,-52.96,80.23,11.43
379,Osorno,88,CL,1535003110,98,-40.57,-73.14,41.71,6.4
380,Grand Gaube,40,MU,1535000400,61,-20.01,57.66,77.0,11.41
381,Novoanninskiy,0,RU,1535003113,40,50.53,42.67,67.18,6.29
382,Aden,0,YE,1535003114,83,12.79,45.03,81.58,23.73
383,Pouebo,0,NC,1535003114,60,-20.4,164.57,75.01,4.72
384,Marovoay,0,MG,1535000400,56,-16.11,46.64,73.4,9.17
385,Nadym,0,RU,1535003114,61,65.53,72.51,67.63,13.0
386,Dzerzhinsk,0,RU,1535000400,76,56.24,43.46,53.6,6.71
387,Galateni,0,RO,1535002200,64,44.22,25.35,71.6,4.7
388,Staryy Nadym,0,RU,1535003115,61,65.61,72.68,67.63,13.0
389,Kavaratti,48,IN,1535003115,100,10.57,72.64,79.6,12.1
390,Pacific Grove,90,US,1535000100,83,36.62,-121.92,62.06,3.36
391,Terney,100,RU,1535003116,74,45.05,136.61,72.94,5.73
392,Luanda,75,AO,1535000400,88,-8.83,13.24,69.8,6.93
393,Vardo,1,US,1535002500,72,39.62,-77.74,68.0,8.05
394,Kikwit,56,CD,1535003116,98,-5.04,18.82,70.06,4.16
395,Hamilton,40,CA,1535000400,93,43.26,-79.87,62.6,5.82
396,Mae Sai,90,MM,1535000400,94,20.44,99.89,80.6,4.7
397,Salinopolis,0,BR,1535003117,99,-0.61,-47.36,79.51,10.76
398,Sochi,20,RU,1535000400,69,43.6,39.73,75.2,6.71
399,Berlevag,40,NO,1534999800,75,70.86,29.09,46.4,5.82
400,Verkhoyansk,80,RU,1535003118,77,67.55,133.39,60.52,3.83
401,Acajutla,12,SV,1535003118,84,13.59,-89.83,74.11,2.37
402,Baker City,1,US,1535000160,48,44.77,-117.83,64.94,6.93
403,Coracora,0,PE,1535003119,89,-15.02,-73.78,31.18,5.17
404,Fortuna,0,ES,1535002200,77,38.18,-1.13,69.8,4.7
405,Khilok,20,RU,1535003119,56,51.36,110.46,75.1,4.05
406,Yulara,0,AU,1535000400,23,-25.24,130.99,64.4,13.87
407,Noumea,90,NC,1535000400,49,-22.28,166.46,71.6,8.05
408,Humaita,0,AR,1535000400,92,-24.93,-65.37,44.6,2.24
409,Alta Floresta,92,BR,1535002887,59,-9.87,-56.08,80.23,2.82
410,Thaba-Tseka,0,LS,1535003120,49,-29.52,28.61,40.27,3.6
411,Susanville,1,US,1535001300,30,40.42,-120.65,69.8,9.17
412,Sandwick,92,GB,1534999800,100,54.57,-2.89,46.4,5.82
413,Faxinal,92,BR,1535003121,100,-24.0,-51.32,60.07,3.38
414,Shimoda,40,JP,1535001300,74,34.7,138.93,87.8,18.34
415,Santa Maria,0,BR,1535003042,89,-29.69,-53.81,35.14,4.94
416,Quelimane,0,MZ,1535000400,88,-17.88,36.89,69.8,5.82
417,Mufulira,0,ZM,1535002946,43,-12.55,28.24,61.24,8.86
418,Upata,64,VE,1535003123,96,8.02,-62.41,70.15,3.04
419,Vestmannaeyjar,32,IS,1535003123,100,63.44,-20.27,46.03,6.96
420,Zharkent,0,KZ,1535003123,43,44.17,80.0,64.57,3.49
421,Flinders,75,AU,1535000400,54,-34.58,150.85,57.2,10.29
422,Kiama,75,AU,1535000400,54,-34.67,150.86,57.2,10.29
423,Osinki,0,PL,1535003124,73,54.14,22.99,61.15,7.52
424,Avera,1,US,1535001300,85,33.19,-82.53,78.08,5.73
425,Kailua,40,US,1535000160,64,21.39,-157.74,82.04,11.41
426,Waynesboro,75,US,1535001300,93,35.32,-87.76,71.06,4.94
427,Egvekinot,0,RU,1535003125,66,66.32,-179.17,52.42,5.95
428,La Rioja,0,AR,1535003079,76,-29.41,-66.86,42.7,1.14
429,Sharan,0,AF,1535003125,32,33.15,68.78,78.79,2.26
430,Porto Walter,0,BR,1535003126,92,-8.27,-72.74,67.99,2.04
431,Karlskoga,75,SE,1535001600,88,59.33,14.52,64.4,12.75
432,Ulaanbaatar,75,MN,1535002200,41,47.92,106.92,75.2,6.71
433,Ames,40,US,1535001300,87,42.03,-93.62,60.08,5.17
434,Talnakh,0,RU,1535002831,59,69.49,88.39,62.59,5.5
435,Phuket,90,TH,1535002200,88,7.89,98.4,77.0,2.24
436,Aranjuez,0,ES,1535002200,56,40.03,-3.6,69.8,2.93
437,Manbij,0,SY,1535001600,30,36.53,37.96,86.0,3.36
438,Lexington,1,US,1535000100,77,38.05,-84.5,60.98,3.71
439,Lata,92,IN,1535003129,100,30.78,78.62,62.5,1.59
440,Red Bluff,1,US,1535000100,44,40.18,-122.24,77.0,3.6
441,Basco,1,US,1535001300,93,40.33,-91.2,60.98,2.71
442,Namwala,0,ZM,1535003129,57,-15.75,26.45,61.6,3.94
443,Aloleng,92,PH,1535003130,100,16.13,119.78,78.34,14.0
444,Klaksvik,44,FO,1535001600,93,62.23,-6.59,50.0,11.41
445,Westlock,0,CA,1535003130,77,54.15,-113.85,55.75,2.82
446,Salamanca,0,ES,1535002200,93,40.97,-5.66,53.6,1.12
447,Los Llanos de Aridane,8,ES,1535002200,83,28.66,-17.92,69.8,8.05
448,Lavrentiya,68,RU,1535003132,93,65.58,-170.99,48.28,4.83
449,Tyukalinsk,48,RU,1535003134,100,55.87,72.2,58.9,5.84
450,Hovd,75,NO,1535001600,93,63.83,10.7,51.8,10.29
451,Oranjestad,20,AW,1535000400,78,12.52,-70.03,82.4,20.8
452,Sobolevo,0,RU,1535003135,83,54.43,31.9,58.72,4.61
453,Fukuma,75,JP,1535000400,44,33.77,130.47,98.6,16.11
454,Chumikan,92,RU,1535003136,99,54.72,135.31,57.37,3.6
455,Bowen,0,AU,1535000400,32,-20.01,148.25,80.6,13.87
456,Skowhegan,1,US,1535000160,93,44.77,-69.72,64.04,6.17
457,Ashcroft,40,AU,1535002200,67,-33.91,150.9,62.6,13.87
458,Portland,90,US,1535002020,74,45.52,-122.67,68.0,8.05
459,Kawasaki,75,JP,1535000400,70,35.52,139.71,89.6,11.41
460,Eldorado,90,MX,1534999200,100,24.32,-107.36,77.0,2.59
461,Sisimiut,100,GL,1535003139,98,66.94,-53.67,36.85,7.96
462,Tabuleiro do Norte,0,BR,1535003139,56,-5.24,-38.13,75.91,10.98
463,Fairbanks,90,US,1535000880,76,64.84,-147.72,54.32,4.7
464,Corrente,12,BR,1535003139,74,-17.45,-44.68,64.03,8.19
465,Camabatela,0,AO,1535003139,89,-8.19,15.37,57.19,1.59
466,Ocosingo,92,MX,1535003140,94,16.91,-92.09,66.28,1.81
467,Jalu,0,LY,1535003140,41,29.03,21.55,84.64,4.72
468,Savyntsi,0,UA,1535003140,39,49.4,37.05,68.26,6.4
469,Jiaonan,0,CN,1535000400,48,35.88,119.98,86.0,17.9
470,Freeport,88,BS,1535003141,95,26.54,-78.7,84.01,10.09
471,Zaysan,0,KZ,1535003141,44,47.47,84.87,68.35,3.38
472,Matias Barbosa,80,BR,1535003141,93,-21.87,-43.32,54.85,2.93
473,Axim,92,GH,1535003141,99,4.87,-2.24,74.83,12.66
474,Honiara,75,SB,1535000400,70,-9.43,159.96,87.8,4.7
475,Channel-Port aux Basques,92,CA,1535003142,91,47.57,-59.14,66.82,23.62
476,Duncan,1,US,1535001300,81,34.5,-97.96,73.94,5.82
477,Algiers,1,US,1535001300,62,29.94,-90.04,84.02,17.22
478,Lashio,92,MM,1535003143,96,22.93,97.75,72.4,1.14
479,Severobaykalsk,24,RU,1535003143,68,55.65,109.32,65.92,2.37
480,Mopipi,0,BW,1535003143,27,-21.2,24.86,57.46,3.15
481,Thayetmyo,92,MM,1535003144,100,19.32,95.18,78.16,9.75
482,Kontagora,92,NG,1535003144,98,10.4,5.47,72.4,5.06
483,Buala,64,SB,1535003144,93,-8.15,159.59,82.03,5.06
484,Shellbrook,75,CA,1535000400,76,53.22,-106.39,53.6,2.93
485,Nakamura,75,JP,1535001360,59,35.17,136.87,89.6,17.22
486,Quesnel,90,CA,1535000400,87,52.98,-122.49,51.8,2.24
487,Waingapu,48,ID,1535003145,53,-9.65,120.26,84.28,9.86
488,Mantua,0,IT,1535001600,77,45.16,10.79,73.4,2.24
489,Harrisonburg,1,US,1535002500,80,38.45,-78.87,69.08,3.36
490,Wanning,40,AT,1535001600,82,48.64,13.53,66.2,3.15
491,Strezhevoy,75,RU,1535000400,93,60.73,77.6,57.2,4.47
492,Seryshevo,12,RU,1535003150,79,51.09,128.38,77.35,4.72
493,San Cristobal,75,EC,1535000400,87,-0.39,-78.55,48.2,8.05
494,Miranda,20,CO,1535000400,78,3.25,-76.23,71.6,6.93
495,Abu Samrah,0,SY,1535003151,76,35.3,37.18,76.36,8.52
496,Okhotsk,24,RU,1535003151,89,59.36,143.24,62.59,6.06
497,Port Hawkesbury,90,CA,1535000400,94,45.62,-61.36,71.6,13.87
498,Inhambane,0,MZ,1535003152,85,-23.87,35.38,74.92,7.96
499,Kirksville,1,US,1535000100,80,40.19,-92.58,57.92,2.71
500,Mbanza-Ngungu,8,CD,1535003152,84,-5.25,14.87,66.01,5.17
501,Suleja,92,NG,1535003152,99,9.18,7.18,70.06,2.71
502,North Bend,90,US,1535001300,96,43.41,-124.22,57.02,2.37
503,Ibra,24,OM,1535003153,58,22.69,58.55,87.16,3.6
504,Rio Brilhante,80,BR,1535003153,99,-21.8,-54.54,59.44,5.61
505,Totness,40,US,1535001300,88,33.74,-80.8,78.98,7.63
506,Saint-Joseph,0,FR,1535002200,64,43.56,6.97,75.2,3.36
507,Nanchong,0,CN,1535003154,45,30.8,106.08,92.83,8.19
508,Shitkino,12,RU,1535003154,61,56.37,98.35,69.52,5.84
509,Yarada,68,IN,1535003155,100,17.65,83.27,83.29,21.72
510,Tomatlan,0,MX,1535003155,91,19.93,-105.25,73.66,2.15
511,Kolda,88,SN,1535003155,99,12.89,-14.94,70.24,5.61
512,Requena,0,ES,1535002200,68,39.49,-1.1,71.6,2.24
513,Skeldon,12,GY,1535003156,100,5.88,-57.13,80.86,12.44
514,Pangoa,56,PE,1535003156,91,-12.12,-73.0,63.04,0.58
515,Bonfim,64,GY,1535003157,98,3.36,-59.84,70.69,3.04
516,Acapulco,20,MX,1534999500,79,16.86,-99.88,84.2,3.36
517,Kroya,12,ID,1535002898,49,-6.5,108.06,91.66,4.27
518,Bonthe,92,SL,1535003158,100,7.53,-12.5,71.68,2.93
519,Shelburne,1,CA,1535000400,100,44.08,-80.2,60.8,2.24
520,Aljezur,0,PT,1535002878,96,37.31,-8.8,65.83,9.42
521,Mantamados,0,GR,1534999800,69,39.31,26.33,77.0,6.93
522,Zhigansk,20,RU,1535003159,57,66.77,123.37,59.98,8.75
523,Ankara,0,TR,1535001600,30,39.92,32.85,69.8,10.29
524,Saint-Augustin,0,FR,1535002200,93,44.83,-0.61,68.0,5.82
525,Port Moresby,40,PG,1535000400,66,-9.47,147.16,86.0,23.04
526,Muzaffarabad,64,PK,1535003160,83,34.37,73.47,78.25,2.71
527,Goderich,68,CA,1535003160,72,43.74,-81.71,65.92,13.22
528,Rawson,68,AR,1535003160,27,-43.3,-65.11,57.73,20.27
529,Prado,100,BR,1535003161,100,-17.34,-39.22,75.28,8.41
530,Nayudupeta,24,IN,1535003161,46,13.91,79.9,96.16,13.78
531,Coihaique,68,CL,1535000400,80,-45.58,-72.07,41.0,6.93
532,Ixtapa,75,MX,1534999860,100,20.71,-105.21,77.0,5.82
533,Florence,1,US,1535001300,75,34.8,-87.68,71.06,3.36
534,Diego de Almagro,20,CL,1535003162,84,-26.39,-70.05,47.11,1.14
535,Iwanai,88,JP,1535003162,88,42.97,140.51,71.59,4.16
536,Tazmalt,20,DZ,1535000400,88,36.39,4.4,69.8,6.93
537,Nara,75,JP,1535001600,66,34.68,135.8,93.2,13.87
538,Turtas,64,RU,1535003163,84,58.94,69.13,58.99,3.71
539,Santa Lucia,40,IT,1535000100,60,39.93,9.66,75.2,2.71
540,Rock Sound,88,BS,1535003164,100,24.9,-76.2,83.29,12.77
541,Hervey Bay,0,AU,1535002899,81,-25.3,152.85,68.08,4.05
542,Porto Seguro,75,BR,1535000400,94,-16.44,-39.06,69.8,3.36
543,Tokur,44,RU,1535003165,65,53.13,132.9,65.2,3.15
544,Paso de Carrasco,0,UY,1535000400,87,-34.86,-56.05,42.8,4.7
545,Stokmarknes,75,NO,1535001600,81,68.56,14.91,53.6,16.11
546,Tiznit,24,MA,1535003165,97,29.7,-9.73,65.74,2.59
